InterPro	InterPro_Desc	Count
IPR010255	Haem peroxidase superfamily	8
IPR010989	SNARE	8
IPR011054	Rudiment single hybrid motif	8
IPR011332	Zinc-binding ribosomal protein	8
IPR011650	Peptidase M20, dimerisation domain	8
IPR011765	Peptidase M16, N-terminal	8
IPR013534	Starch synthase, catalytic domain	8
IPR013761	Sterile alpha motif/pointed domain superfamily	8
IPR015353	Rubisco LSMT, substrate-binding domain	8
IPR015946	K homology domain-like, alpha/beta	8
IPR016064	NAD kinase/diacylglycerol kinase-like domain superfamily	8
IPR016160	Aldehyde dehydrogenase, cysteine active site	8
IPR017438	Inorganic polyphosphate/ATP-NAD kinase, N-terminal	8
IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	8
IPR017923	Transcription factor IIS, N-terminal	8
IPR017927	FAD-binding domain, ferredoxin reductase-type	8
IPR017998	Chaperone tailless complex polypeptide 1 (TCP-1)	8
IPR018170	Aldo/keto reductase, conserved site	8
IPR018181	Heat shock protein 70, conserved site	8
IPR018201	Beta-ketoacyl synthase, active site	8
IPR018790	Protein of unknown function DUF2358	8
IPR023780	Chromo domain	8
IPR024370	PBP domain	8
IPR027408	PNPase/RNase PH domain superfamily	8
IPR027469	Cation efflux transmembrane domain superfamily	8
IPR029047	Heat shock protein 70kD, peptide-binding domain superfamily	8
IPR034085	TOG domain	8
IPR035965	PAS domain superfamily	8
IPR036013	Band 7/SPFH domain superfamily	8
IPR036063	Smr domain superfamily	8
IPR036134	Cryptochrome/DNA photolyase, FAD-binding domain-like superfamily	8
IPR036163	Heavy metal-associated domain superfamily	8
IPR036187	DNA mismatch repair protein MutS, core domain superfamily	8
IPR036250	Acyl-CoA dehydrogenase-like, C-terminal	8
IPR036265	HIT-like superfamily	8
IPR036345	Exoribonuclease, PH domain 2 superfamily	8
IPR036393	Acetylglutamate kinase-like superfamily	8
IPR036621	Anticodon-binding domain superfamily	8
IPR036867	R3H domain superfamily	8
IPR037151	Alpha-ketoglutarate-dependent dioxygenase AlkB-like superfamily	8
IPR039204	Magnesium transporter MRS2-like	8
IPR039331	Purple acid phosphatase-like	8
IPR039421	Type 1 protein exporter	8
IPR040442	Pyruvate kinase-like domain superfamily	8
IPR041489	PDZ domain 6	8
IPR044831	Heme-binding peroxidase Ccp1-like	8
IPR046373	Acyl-CoA oxidase/dehydrogenase, middle domain superfamily	8
IPR047575	Sm domain	8
IPR049704	Aminotransferases class-III pyridoxal-phosphate attachment site	8
IPR050115	Proteasome subunit alpha	8
IPR050154	UbiB protein kinase	8
IPR050164	Ubiquitin carboxyl-terminal hydrolases	8
IPR050275	Phosphoglycerate Mutase/Phosphatase	8
IPR050983	Glutathione S-transferase Omega/HSP26	8
IPR052050	Secreted Effector and Ankyrin Repeat	8
IPR052965	Pigment-associated catalase-like	8
IPR052980	Crinkler effector	8
IPR000014	PAS domain	7
IPR000048	IQ motif, EF-hand binding site	7
IPR000194	ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain	7
IPR000322	Glycoside hydrolase family 31, TIM barrel domain	7
IPR000425	Major intrinsic protein	7
IPR000519	P-type trefoil domain	7
IPR000537	UbiA prenyltransferase	7
IPR000569	HECT domain	7
IPR000836	Phosphoribosyltransferase domain	7
IPR001017	Dehydrogenase, E1 component	7
IPR001236	Lactate/malate dehydrogenase, N-terminal	7
IPR001451	Hexapeptide repeat	7
IPR001537	tRNA/rRNA methyltransferase, SpoU type	7
IPR001701	Glycoside hydrolase family 9	7
IPR001709	Flavoprotein pyridine nucleotide cytochrome reductase	7
IPR001734	Sodium/solute symporter	7
IPR001753	Enoyl-CoA hydratase/isomerase	7
IPR001876	Zinc finger, RanBP2-type	7
IPR001969	Aspartic peptidase, active site	7
IPR002035	von Willebrand factor, type A	7
IPR002044	Carbohydrate binding module family 20	7
IPR002068	Alpha crystallin/Hsp20 domain	7
IPR002207	Class I peroxidase	7
IPR002314	Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)	7
IPR002553	Clathrin/coatomer adaptor, adaptin-like, N-terminal	7
IPR003265	HhH-GPD domain	7
IPR003323	OTU domain	7
IPR003409	MORN repeat	7
IPR003495	CobW/HypB/UreG, nucleotide-binding domain	7
IPR003604	Matrin/U1-C-like, C2H2-type zinc finger	7
IPR003607	HD/PDEase domain	7
IPR004154	Anticodon-binding	7
IPR004364	Aminoacyl-tRNA synthetase, class II (D/K/N)	7
IPR004838	Aminotransferases, class-I, pyridoxal-phosphate-binding site	7
IPR004840	Amino acid permease, conserved site	7
IPR005024	Snf7 family	7
IPR005475	Transketolase-like, pyrimidine-binding domain	7
IPR005824	KOW	7
IPR006091	Acyl-CoA oxidase/dehydrogenase, middle domain	7
IPR006145	Pseudouridine synthase, RsuA/RluA-like	7
IPR006162	Phosphopantetheine attachment site	7
IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase	7
IPR006594	LIS1 homology motif	7
IPR007112	Expansin/pollen allergen, DPBB domain	7
IPR007213	Methyltransferase Ppm1/Ppm2/Tcmp	7
IPR007577	Glycosyltransferase, DXD sugar-binding motif	7
IPR007657	Glycosyltransferase 61	7
IPR008030	NmrA-like domain	7
IPR008949	Isoprenoid synthase domain superfamily	7
IPR009009	RlpA-like protein, double-psi beta-barrel domain	7
IPR010895	CHRD	7
IPR011016	Zinc finger, RING-CH-type	7
IPR011037	Pyruvate kinase-like, insert domain superfamily	7
IPR011057	Mss4-like superfamily	7
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain	7
IPR011629	Zinc chaperone CobW-like, C-terminal	7
IPR011835	Bacterial/plant glycogen synthase	7
IPR012676	TGS-like	7
IPR013201	Cathepsin propeptide inhibitor domain (I29)	7
IPR013520	Exonuclease, RNase T/DNA polymerase III	7
IPR014746	Glutamine synthetase/guanido kinase, catalytic domain	7
IPR015955	Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal	7
IPR016156	FAD/NAD-linked reductase, dimerisation domain superfamily	7
IPR016167	FAD-binding, type PCMH, subdomain 1	7
IPR016193	Cytidine deaminase-like	7
IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	7
IPR017946	PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily	7
IPR018936	Phosphatidylinositol 3/4-kinase, conserved site	7
IPR019378	GDP-fucose protein O-fucosyltransferase	7
IPR019954	Ubiquitin conserved site	7
IPR021134	Bestrophin-like	7
IPR022383	Lactate/malate dehydrogenase, C-terminal	7
IPR022398	Peptidase S8, subtilisin, His-active site	7
IPR022742	Serine aminopeptidase, S33	7
IPR023213	Chloramphenicol acetyltransferase-like domain superfamily	7
IPR023302	Peptidase S9A, N-terminal domain	7
IPR025799	Protein arginine N-methyltransferase	7
IPR026847	Vacuolar protein sorting-associated protein 13	7
IPR027370	Zinc finger, RING-type, eukaryotic	7
IPR027450	Alpha-ketoglutarate-dependent dioxygenase AlkB-like	7
IPR029006	ADF-H/Gelsolin-like domain superfamily	7
IPR029048	Heat shock protein 70kD, C-terminal domain superfamily	7
IPR029057	Phosphoribosyltransferase-like	7
IPR029066	PLP-binding barrel	7
IPR029753	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site	7
IPR031468	Synaptotagmin-like mitochondrial-lipid-binding domain	7
IPR033762	MCM OB domain	7
IPR035445	GYF-like domain superfamily	7
IPR035595	UDP-glycosyltransferase family, conserved site	7
IPR035983	HECT, E3 ligase catalytic domain	7
IPR036156	Beta-Galactosidase/glucuronidase domain superfamily	7
IPR036264	Bacterial exopeptidase dimerisation domain	7
IPR036273	CRAL/TRIO, N-terminal domain superfamily	7
IPR036525	Tubulin/FtsZ, GTPase domain superfamily	7
IPR036638	Helix-loop-helix DNA-binding domain superfamily	7
IPR036854	Photosystem II protein D1/D2 superfamily	7
IPR036872	CH domain superfamily	7
IPR037103	Tubulin/FtsZ-like, C-terminal domain	7
IPR037523	Vicinal oxygen chelate (VOC) domain	7
IPR038377	Sodium/glucose symporter superfamily	7
IPR038538	MTERF superfamily, mitochondrial/chloroplastic	7
IPR044669	Voltage-dependent anion channel-forming protein YneE/VCCN1/2-like	7
IPR044913	P-type trefoil domain superfamily	7
IPR045050	Synaptotagmin, plant	7
IPR045054	Prolyl 4-hydroxylase	7
IPR046450	PA domain superfamily	7
IPR048395	Glycosyl hydrolase family 31, C-terminal domain	7
IPR050091	Polyketide and Nonribosomal Peptide Biosynthesis Enzymes	7
IPR050158	Ubiquitin and ubiquitin-like	7
IPR050221	26S Proteasome Regulatory ATPase	7
IPR050271	UDP-glycosyltransferase	7
IPR050390	DNA Cytosine-5 Methyltransferase	7
IPR050508	Methyltransferase Superfamily	7
IPR050791	Aldo/Keto Reductase	7
IPR051280	Voltage-gated chloride channel/antiporter	7
IPR051341	Zyg-11-related ubiquitin ligase adapter protein	7
IPR053374	TCP-1 chaperonin-containing T-complex	7
IPR000061	SWAP/Surp	6
IPR000120	Amidase	6
IPR000313	PWWP domain	6
IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase	6
IPR000426	Proteasome alpha-subunit, N-terminal domain	6
IPR000850	Adenylate kinase/UMP-CMP kinase	6
IPR000961	AGC-kinase, C-terminal	6
IPR001252	Malate dehydrogenase, active site	6
IPR001254	Serine proteases, trypsin domain	6
IPR001270	ClpA/B family	6
IPR001382	Glycoside hydrolase family 47	6
IPR001466	Beta-lactamase-related	6
IPR001519	Ferritin	6
IPR002081	Cryptochrome/DNA photolyase class 1	6
IPR002300	Aminoacyl-tRNA synthetase, class Ia	6
IPR002305	Aminoacyl-tRNA synthetase, class Ic	6
IPR002328	Alcohol dehydrogenase, zinc-type, conserved site	6
IPR002470	Peptidase S9A, prolyl oligopeptidase	6
IPR002818	DJ-1/PfpI	6
IPR002867	IBR domain	6
IPR003035	RWP-RK domain	6
IPR003152	FATC domain	6
IPR003340	B3 DNA binding domain	6
IPR003395	RecF/RecN/SMC, N-terminal	6
IPR003689	Zinc/iron permease	6
IPR003690	Transcription termination factor, mitochondrial/chloroplastic	6
IPR003890	MIF4G-like, type 3	6
IPR003903	Ubiquitin interacting motif	6
IPR003958	Transcription factor CBF/NF-Y/archaeal histone domain	6
IPR004000	Actin family	6
IPR004038	Ribosomal protein eL8/eL30/eS12/Gadd45	6
IPR004095	TGS	6
IPR004099	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	6
IPR004100	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain	6
IPR004294	Carotenoid oxygenase	6
IPR004589	DNA helicase, ATP-dependent, RecQ type	6
IPR004808	AP endonuclease 1	6
IPR004821	Cytidyltransferase-like domain	6
IPR004938	Xyloglucan fucosyltransferase	6
IPR005479	Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain	6
IPR005835	Nucleotidyl transferase domain	6
IPR005936	ATP-dependent zinc metalloprotease, FtsH	6
IPR006012	Syntaxin/epimorphin, conserved site	6
IPR006102	Glycoside hydrolase, family 2, immunoglobulin-like beta-sandwich	6
IPR006171	TOPRIM domain	6
IPR006569	CID domain	6
IPR006595	CTLH, C-terminal LisH motif	6
IPR006634	TRAM/LAG1/CLN8 homology domain	6
IPR006680	Amidohydrolase-related	6
IPR007759	ASXL, HARE-HTH domain	6
IPR008775	Phytanoyl-CoA dioxygenase-like	6
IPR009006	Alanine racemase/group IV decarboxylase, C-terminal	6
IPR009008	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain	6
IPR010979	Small ribosomal subunit protein uS13-like, H2TH	6
IPR011008	Dimeric alpha-beta barrel	6
IPR011043	Galactose oxidase/kelch, beta-propeller	6
IPR011335	Restriction endonuclease type II-like	6
IPR011705	BTB/Kelch-associated	6
IPR011761	ATP-grasp fold	6
IPR012338	Beta-lactamase/transpeptidase-like	6
IPR012347	Ferritin-like	6
IPR012674	Calycin	6
IPR012999	Pyridine nucleotide-disulphide oxidoreductase, class I, active site	6
IPR013099	Potassium channel domain	6
IPR013105	Tetratricopeptide repeat 2	6
IPR013120	Fatty acyl-coenzyme A reductase-like, NAD-binding domain	6
IPR013155	Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding	6
IPR013581	Plant PDR ABC transporter associated	6
IPR013968	Polyketide synthase, ketoreductase domain	6
IPR014352	FERM/acyl-CoA-binding protein superfamily	6
IPR014718	Glycoside hydrolase-type carbohydrate-binding	6
IPR015300	DNA-binding pseudobarrel domain superfamily	6
IPR015847	Exoribonuclease, phosphorolytic domain 2	6
IPR016084	Haem oxygenase-like, multi-helical	6
IPR016159	Cullin repeat-like-containing domain superfamily	6
IPR017884	SANT domain	6
IPR017932	Glutamine amidotransferase type 2 domain	6
IPR018087	Glycoside hydrolase, family 5, conserved site	6
IPR018422	Cation/H+ exchanger, CPA1 family	6
IPR018488	Cyclic nucleotide-binding, conserved site	6
IPR018525	Mini-chromosome maintenance, conserved site	6
IPR018962	Domain of unknown function DUF1995	6
IPR020003	ATPase, alpha/beta subunit, nucleotide-binding domain, active site	6
IPR020807	Polyketide synthase, dehydratase domain	6
IPR021133	HEAT, type 2	6
IPR021720	Malectin domain	6
IPR021825	Protein RETICULATA-related	6
IPR022775	AP complex, mu/sigma subunit	6
IPR023332	Proteasome alpha-type subunit	6
IPR023827	Peptidase S8, subtilisin, Asp-active site	6
IPR024964	CTLH/CRA C-terminal to LisH motif domain	6
IPR025887	Glycoside hydrolase family 31, N-terminal domain	6
IPR027256	P-type ATPase, subfamily IB	6
IPR027434	Homing endonuclease	6
IPR027925	MCM, N-terminal domain	6
IPR029510	Aldehyde dehydrogenase, glutamic acid active site	6
IPR030458	Glycosyl hydrolases family 31, active site	6
IPR031107	Small heat shock protein	6
IPR032640	AMP-activated protein kinase, glycogen-binding domain	6
IPR033690	Adenylate kinase, conserved site	6
IPR034003	ATP-binding cassette transporter, PDR-like subfamily G, domain 2	6
IPR035967	SWAP/Surp superfamily	6
IPR036026	Seven-hairpin glycosidases	6
IPR036196	Phosphotyrosine protein phosphatase I superfamily	6
IPR036286	LexA/Signal peptidase-like superfamily	6
IPR036389	Ribonuclease III, endonuclease domain superfamily	6
IPR036443	Zinc finger, RanBP2-type superfamily	6
IPR036627	CobW-like, C-terminal domain superfamily	6
IPR036938	Phosphatidic acid phosphatase type 2/haloperoxidase superfamily	6
IPR037518	MPN domain	6
IPR039417	Papain-like cysteine endopeptidase	6
IPR039448	Right handed beta helix domain	6
IPR042104	Polyketide synthase, dehydratase domain superfamily	6
IPR042201	Formin, FH2 domain superfamily	6
IPR042855	v-SNARE, coiled-coil homology domain	6
IPR043198	Cyclin/Cyclin-like subunit Ssn8	6
IPR044666	Cyclophilin-type peptidyl-prolyl cis-trans isomerase, cyclophilin A-like	6
IPR044861	Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain	6
IPR044878	UbiA prenyltransferase superfamily	6
IPR045063	Dynamin, N-terminal	6
IPR045076	DNA mismatch repair MutS	6
IPR045242	Syntaxin	6
IPR049552	Polyketide synthase, dehydratase domain, N-terminal	6
IPR049625	Glycosyltransferase 61, catalytic domain	6
IPR050055	Elongation factor Tu GTPase	6
IPR050117	Mitogen-activated protein kinase	6
IPR050168	AAA ATPase domain-containing protein	6
IPR050185	Ubiquitin carboxyl-terminal hydrolase	6
IPR050188	RluA Pseudouridine Synthase	6
IPR050196	Cytochrome P450 Monooxygenases	6
IPR050214	Cysteine synthase/Cystathionine beta-synthase	6
IPR050242	JAMM/MPN+ metalloenzymes, peptidase M67A	6
IPR050302	Rab GTPase-activating TBC domain-containing protein	6
IPR050325	Protein/nucleic acid deglycase	6
IPR050365	Mitochondrial import inner membrane translocase subunit TIM50	6
IPR050382	Major Facilitator Superfamily Sodium/Anion Cotransporter	6
IPR050498	Photosystem I assembly protein Ycf3	6
IPR050628	SNF2/RAD54 Helicase and Transcription Factor	6
IPR050699	RNA/DNA Helicase	6
IPR051130	Mitochondrial structure and function regulator	6
IPR051210	Ubiquitin ligases and GEF domain-containing protein	6
IPR051648	Cell Wall Integrity and Assembly Regulator	6
IPR051706	Glycosyltransferase domain-containing protein	6
IPR052214	Diacylglycerol Lipase-Related	6
IPR052396	Meiotic Drive Suppressor Kinase	6
IPR052636	UDP-D-xylose:L-fucose alpha-1,3-D-xylosyltransferase	6
IPR000146	Fructose-1,6-bisphosphatase class 1	5
IPR000164	Histone H3/CENP-A	5
IPR000433	Zinc finger, ZZ-type	5
IPR000484	Photosynthetic reaction centre, L/M	5
IPR000582	Acyl-CoA-binding protein, ACBP	5
IPR000674	Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead	5
IPR000834	Peptidase M14, carboxypeptidase A	5
IPR000999	Ribonuclease III domain	5
IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	5
IPR001078	2-oxoacid dehydrogenase acyltransferase, catalytic domain	5
IPR001100	Pyridine nucleotide-disulphide oxidoreductase, class I	5
IPR001126	UmuC domain	5
IPR001189	Manganese/iron superoxide dismutase	5
IPR001206	Diacylglycerol kinase, catalytic domain	5
IPR001313	Pumilio RNA-binding repeat	5
IPR001431	Peptidase M16, zinc-binding site	5
IPR001453	MoaB/Mog domain	5
IPR001557	L-lactate/malate dehydrogenase	5
IPR001563	Peptidase S10, serine carboxypeptidase	5
IPR001619	Sec1-like protein	5
IPR001660	Sterile alpha motif domain	5
IPR001697	Pyruvate kinase	5
IPR001714	Peptidase M24, methionine aminopeptidase	5
IPR001715	Calponin homology domain	5
IPR001891	Malic oxidoreductase	5
IPR001944	Glycoside hydrolase, family 35	5
IPR002020	Citrate synthase	5
IPR002083	MATH/TRAF domain	5
IPR002119	Histone H2A	5
IPR002125	Cytidine and deoxycytidylate deaminase domain	5
IPR002129	Pyridoxal phosphate-dependent decarboxylase	5
IPR002241	Glycoside hydrolase, family 27	5
IPR002312	Aspartyl/Asparaginyl-tRNA synthetase, class IIb	5
IPR002403	Cytochrome P450, E-class, group IV	5
IPR002547	tRNA-binding domain	5
IPR002610	Peptidase S54, RHOMBOID-like	5
IPR002634	BolA protein	5
IPR002656	Acyltransferase 3 domain	5
IPR002657	Bile acid:sodium symporter/arsenical resistance protein Acr3	5
IPR002777	Prefoldin beta-like	5
IPR002781	Transmembrane protein TauE-like	5
IPR002877	Ribosomal RNA methyltransferase, FtsJ domain	5
IPR002912	ACT domain	5
IPR002925	Dienelactone hydrolase	5
IPR003008	Tubulin/FtsZ, GTPase domain	5
IPR003010	Carbon-nitrogen hydrolase	5
IPR003111	Lon protease, N-terminal domain	5
IPR003151	PIK-related kinase, FAT	5
IPR003615	HNH nuclease	5
IPR003616	Post-SET domain	5
IPR003675	Type II CAAX prenyl endopeptidase Rce1-like	5
IPR003774	AlgH-like	5
IPR003819	TauD/TfdA-like domain	5
IPR003864	CSC1/OSCA1-like, 7TM region	5
IPR003877	SPRY domain	5
IPR003892	Ubiquitin system component CUE	5
IPR003961	Fibronectin type III	5
IPR004193	Glycoside hydrolase, family 13, N-terminal	5
IPR004240	Nonaspanin (TM9SF)	5
IPR004254	AdipoR/Haemolysin-III-related	5
IPR004307	TspO/MBR-related protein	5
IPR004331	SPX domain	5
IPR004365	OB-fold nucleic acid binding domain, AA-tRNA synthetase-type	5
IPR004447	C-terminal-processing peptidase S41A	5
IPR004910	Yippee/Mis18/Cereblon	5
IPR005031	Coenzyme Q-binding protein COQ10, START domain	5
IPR005101	Cryptochrome/DNA photolyase, FAD-binding domain	5
IPR005151	Tail specific protease	5
